E0A00000 adc
E0B00000 adc.s
00B00000 adc.seq
A0B00000 adc.sge
C0B00000 adc.sgt
80B00000 adc.shi
20B00000 adc.shs
D0B00000 adc.sle
30B00000 adc.slo
90B00000 adc.sls
B0B00000 adc.slt
40B00000 adc.smi
10B00000 adc.sne
50B00000 adc.spl
70B00000 adc.svc
60B00000 adc.svs
00A00000 adceq
A0A00000 adcge
C0A00000 adcgt
80A00000 adchi
20A00000 adchs
D0A00000 adcle
30A00000 adclo
90A00000 adcls
B0A00000 adclt
40A00000 adcmi
10A00000 adcne
50A00000 adcpl
70A00000 adcvc
60A00000 adcvs
E0800000 add
E0900000 add.s
00900000 add.seq
A0900000 add.sge
C0900000 add.sgt
80900000 add.shi
20900000 add.shs
D0900000 add.sle
30900000 add.slo
90900000 add.sls
B0900000 add.slt
40900000 add.smi
10900000 add.sne
50900000 add.spl
70900000 add.svc
60900000 add.svs
00800000 addeq
A0800000 addge
C0800000 addgt
80800000 addhi
20800000 addhs
D0800000 addle
30800000 addlo
90800000 addls
B0800000 addlt
40800000 addmi
10800000 addne
50800000 addpl
70800000 addvc
60800000 addvs
E24F0000 adr
E25F0000 adr.s
025F0000 adr.seq
A25F0000 adr.sge
C25F0000 adr.sgt
825F0000 adr.shi
225F0000 adr.shs
D25F0000 adr.sle
325F0000 adr.slo
925F0000 adr.sls
B25F0000 adr.slt
425F0000 adr.smi
125F0000 adr.sne
525F0000 adr.spl
725F0000 adr.svc
625F0000 adr.svs
024F0000 adreq
A24F0000 adrge
C24F0000 adrgt
824F0000 adrhi
224F0000 adrhs
D24F0000 adrle
324F0000 adrlo
924F0000 adrls
B24F0000 adrlt
424F0000 adrmi
124F0000 adrne
524F0000 adrpl
724F0000 adrvc
624F0000 adrvs
E0000000 and
E0100000 and.s
00100000 and.seq
A0100000 and.sge
C0100000 and.sgt
80100000 and.shi
20100000 and.shs
D0100000 and.sle
30100000 and.slo
90100000 and.sls
B0100000 and.slt
40100000 and.smi
10100000 and.sne
50100000 and.spl
70100000 and.svc
60100000 and.svs
00000000 andeq
A0000000 andge
C0000000 andgt
80000000 andhi
20000000 andhs
D0000000 andle
30000000 andlo
90000000 andls
B0000000 andlt
40000000 andmi
10000000 andne
50000000 andpl
70000000 andvc
60000000 andvs
E1A00040 asr
E1B00040 asr.s
01B00040 asr.seq
A1B00040 asr.sge
C1B00040 asr.sgt
81B00040 asr.shi
21B00040 asr.shs
D1B00040 asr.sle
31B00040 asr.slo
91B00040 asr.sls
B1B00040 asr.slt
41B00040 asr.smi
11B00040 asr.sne
51B00040 asr.spl
71B00040 asr.svc
61B00040 asr.svs
01A00040 asreq
A1A00040 asrge
C1A00040 asrgt
81A00040 asrhi
21A00040 asrhs
D1A00040 asrle
31A00040 asrlo
91A00040 asrls
B1A00040 asrlt
41A00040 asrmi
11A00040 asrne
51A00040 asrpl
71A00040 asrvc
61A00040 asrvs
EA000000 b
0A000000 beq
E7C0001F bfc
07C0001F bfceq
A7C0001F bfcge
C7C0001F bfcgt
87C0001F bfchi
27C0001F bfchs
D7C0001F bfcle
37C0001F bfclo
97C0001F bfcls
B7C0001F bfclt
47C0001F bfcmi
17C0001F bfcne
57C0001F bfcpl
77C0001F bfcvc
67C0001F bfcvs
E7C00010 bfi
07C00010 bfieq
A7C00010 bfige
C7C00010 bfigt
87C00010 bfihi
27C00010 bfihs
D7C00010 bfile
37C00010 bfilo
97C00010 bfils
B7C00010 bfilt
47C00010 bfimi
17C00010 bfine
57C00010 bfipl
77C00010 bfivc
67C00010 bfivs
AA000000 bge
CA000000 bgt
8A000000 bhi
2A000000 bhs
E1C00000 bic
E1D00000 bic.s
01D00000 bic.seq
A1D00000 bic.sge
C1D00000 bic.sgt
81D00000 bic.shi
21D00000 bic.shs
D1D00000 bic.sle
31D00000 bic.slo
91D00000 bic.sls
B1D00000 bic.slt
41D00000 bic.smi
11D00000 bic.sne
51D00000 bic.spl
71D00000 bic.svc
61D00000 bic.svs
01C00000 biceq
A1C00000 bicge
C1C00000 bicgt
81C00000 bichi
21C00000 bichs
D1C00000 bicle
31C00000 biclo
91C00000 bicls
B1C00000 biclt
41C00000 bicmi
11C00000 bicne
51C00000 bicpl
71C00000 bicvc
61C00000 bicvs
E1200070 bkpt
01200070 bkpteq
A1200070 bkptge
C1200070 bkptgt
81200070 bkpthi
21200070 bkpths
D1200070 bkptle
31200070 bkptlo
91200070 bkptls
B1200070 bkptlt
41200070 bkptmi
11200070 bkptne
51200070 bkptpl
71200070 bkptvc
61200070 bkptvs
EB000000 bl
DA000000 ble
0B000000 bleq
AB000000 blge
CB000000 blgt
8B000000 blhi
2B000000 blhs
DB000000 blle
3B000000 bllo
9B000000 blls
BB000000 bllt
4B000000 blmi
1B000000 blne
3A000000 blo
5B000000 blpl
9A000000 bls
BA000000 blt
7B000000 blvc
6B000000 blvs
E1000030 blx
01000030 blxeq
A1000030 blxge
C1000030 blxgt
81000030 blxhi
21000030 blxhs
D1000030 blxle
31000030 blxlo
91000030 blxls
B1000030 blxlt
41000030 blxmi
11000030 blxne
51000030 blxpl
71000030 blxvc
61000030 blxvs
4A000000 bmi
1A000000 bne
5A000000 bpl
7A000000 bvc
6A000000 bvs
E1200010 bx
01200010 bxeq
A1200010 bxge
C1200010 bxgt
81200010 bxhi
21200010 bxhs
E1000020 bxj
01000020 bxjeq
A1000020 bxjge
C1000020 bxjgt
81000020 bxjhi
21000020 bxjhs
D1000020 bxjle
31000020 bxjlo
91000020 bxjls
B1000020 bxjlt
41000020 bxjmi
11000020 bxjne
51000020 bxjpl
71000020 bxjvc
61000020 bxjvs
D1200010 bxle
31200010 bxlo
91200010 bxls
B1200010 bxlt
41200010 bxmi
11200010 bxne
51200010 bxpl
71200010 bxvc
61200010 bxvs
EE000000 cdp
FE000000 cdp2
0E000000 cdpeq
AE000000 cdpge
CE000000 cdpgt
8E000000 cdphi
2E000000 cdphs
DE000000 cdple
3E000000 cdplo
9E000000 cdpls
BE000000 cdplt
4E000000 cdpmi
1E000000 cdpne
5E000000 cdppl
7E000000 cdpvc
6E000000 cdpvs
F5700010 clrex
E1600010 clz
01600010 clzeq
A1600010 clzge
C1600010 clzgt
81600010 clzhi
21600010 clzhs
D1600010 clzle
31600010 clzlo
91600010 clzls
B1600010 clzlt
41600010 clzmi
11600010 clzne
51600010 clzpl
71600010 clzvc
61600010 clzvs
E1700000 cmn
01700000 cmneq
A1700000 cmnge
C1700000 cmngt
81700000 cmnhi
21700000 cmnhs
D1700000 cmnle
31700000 cmnlo
91700000 cmnls
B1700000 cmnlt
41700000 cmnmi
11700000 cmnne
51700000 cmnpl
71700000 cmnvc
61700000 cmnvs
E1500000 cmp
01500000 cmpeq
A1500000 cmpge
C1500000 cmpgt
81500000 cmphi
21500000 cmphs
D1500000 cmple
31500000 cmplo
91500000 cmpls
B1500000 cmplt
41500000 cmpmi
11500000 cmpne
51500000 cmppl
71500000 cmpvc
61500000 cmpvs
F1000000 cps
F10C0000 cpsid
F1080000 cpsie
E32000F0 dbg
032000F0 dbgeq
A32000F0 dbgge
C32000F0 dbggt
832000F0 dbghi
232000F0 dbghs
D32000F0 dbgle
332000F0 dbglo
932000F0 dbgls
B32000F0 dbglt
432000F0 dbgmi
132000F0 dbgne
532000F0 dbgpl
732000F0 dbgvc
632000F0 dbgvs
F5700050 dmb
F5700040 dsb
E0200000 eor
E0300000 eor.s
00300000 eor.seq
A0300000 eor.sge
C0300000 eor.sgt
80300000 eor.shi
20300000 eor.shs
D0300000 eor.sle
30300000 eor.slo
90300000 eor.sls
B0300000 eor.slt
40300000 eor.smi
10300000 eor.sne
50300000 eor.spl
70300000 eor.svc
60300000 eor.svs
00200000 eoreq
A0200000 eorge
C0200000 eorgt
80200000 eorhi
20200000 eorhs
D0200000 eorle
30200000 eorlo
90200000 eorls
